date,caller,call.name,combi.length,context,context.length,demosubset
2020-01-19,id26,GR,1,AP,1,1
2020-01-19,id26,PH,1,TR,1,1
2020-01-19,id26,HO,1,RA,1,1
2020-01-19,id26,GR,1,AP_DI,2,0
2020-01-19,id26,PH,1,TR,1,1
2020-01-19,id26,NV,1,GR,1,0
2020-01-19,id26,HO,1,FE_IP,2,1
2020-01-19,id26,GR,1,FE,1,0
2020-01-19,id26,GR,1,FE,1,0
2020-01-19,id26,GR,1,FE,1,0
2020-01-19,id26,GR,1,FE_FU,2,0
2020-01-19,id26,GR,1,AP_FU_TR,3,1
2020-01-19,id26,GR,1,BA,1,0
2020-01-19,id26,PG,1,AP,1,1
2020-01-19,id26,NV,1,GR,1,0
2020-01-19,id26,NV,1,GR,1,0
2020-01-19,id26,GR,1,BA,1,0
2020-01-19,id26,GR,1,BA,1,0
2020-01-19,id26,GR,1,AP,1,1
2020-01-19,id26,GR,1,IP_TR,2,0
2020-01-19,id26,GR,1,FE,1,0
2020-01-19,id26,GR,1,AP_FU_TR,3,1
2020-01-19,id26,GR,1,AP_FU_TR,3,1
2020-01-19,id26,GR,1,AP,1,1
2020-01-19,id26,HO,1,FE,1,0
2020-01-19,id26,GR,1,FE,1,0
2020-01-19,id26,GR,1,DI,1,0
2020-01-19,id26,PB,1,BA,1,0
2020-01-19,id26,GR,1,RA,1,1
2020-01-19,id26,PH,1,BA,1,0
2020-01-19,id26,HO,1,AP_EN,2,0
2020-01-19,id26,GR,1,AP_FE_FU,3,1
2020-01-19,id26,HO,1,FE,1,0
2020-01-19,id26,GR,1,BE,1,0
2020-01-19,id26,HO,1,IP_TR,2,0
2020-01-19,id26,GR,1,FE,1,0
2020-01-19,id26,GR,1,FE,1,0
2020-01-19,id26,GR,1,AP,1,1
2020-01-19,id26,PH,1,FE_IP,2,1
2020-01-19,id26,HO,1,FE,1,0
2020-01-19,id29,GR,1,AP,1,0
2020-01-19,id29,GR,1,AP,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE,1,0
2020-01-19,id36,GR,1,FE_IP,2,1
2020-01-19,id36,SC,1,AF_AP_IP_TR,4,0
2020-01-19,id36,PB,1,IP_RE,2,0
2020-01-19,id36,HO,1,RE,1,1
2020-01-19,id36,PG,1,AP_NS,2,0
2020-01-19,id42,GR,1,AP,1,0
2020-01-19,id42,GR,1,RA,1,0
2020-01-20,id07,GR,1,FE,1,0
2020-01-20,id07,GR,1,AF_AP,2,0
2020-01-20,id13,HO_PH,2,IP_TR,2,0
2020-01-20,id13,HO,1,FE_FU,2,0
2020-01-20,id13,HO,1,FE,1,0
2020-01-20,id13,GR,1,FE,1,0
2020-01-20,id14,GR,1,FE,1,0
2020-01-20,id14,PG,1,FE,1,0
2020-01-20,id14,PH,1,FE_FU,2,0
2020-01-20,id14,HO,1,FE,1,0
2020-01-20,id15,GR,1,GA,1,0
2020-01-20,id15,HO,1,RE,1,0
2020-01-20,id16,GR,1,FE,1,0
2020-01-20,id16,PG,1,AP,1,0
2020-01-20,id17,HO_PG,2,NS,1,0
2020-01-20,id18,HO_PH,2,FE,1,0
2020-01-20,id18,PH_HO,2,RE,1,0
2020-01-20,id18,GR,1,FE,1,0
2020-01-20,id18,PH,1,FE_IP,2,0
2020-01-20,id18,PH,1,FE_FU,2,0
2020-01-20,id18,HO,1,TR,1,0
2020-01-20,id19,PH,1,AP_FE_FU,3,1
2020-01-20,id21,PG,1,AF_AP,2,0
2020-01-20,id26,GR_BK,2,AP_DI,2,0
2020-01-20,id27,GR_HO,2,FE,1,0
2020-01-20,id27,GR,1,FE,1,0
2020-01-20,id29,GR,1,AP_FE_FU,3,0
2020-01-20,id32,HO,1,BE,1,0
2020-01-20,id35,GR,1,FE,1,0
2020-01-20,id35,GR,1,AF,1,0
2020-01-20,id35,GR,1,FE,1,0
2020-01-20,id36,HO_PH,2,TR,1,1
2020-01-20,id36,GR,1,FE,1,0
2020-01-20,id40,HO_PH,2,TR,1,0
2020-01-20,id40,HO_PH,2,DI,1,0
2020-01-20,id40,GR_PN,2,AF,1,0
2020-01-20,id40,PH_PG,2,NS,1,0
2020-01-20,id40,GR,1,FE,1,0
2020-01-20,id40,PH,1,TR,1,0
2020-01-20,id40,HO,1,FE,1,0
2020-01-20,id40,GR,1,RE,1,0
2020-01-20,id40,GR,1,FE,1,0
2020-01-20,id40,HO,1,DI,1,0
2020-01-20,id40,WH,1,DI,1,0
2020-01-20,id40,PH,1,DI,1,0
2020-01-20,id40,PS,1,DI,1,0
2020-01-20,id40,SC,1,RE,1,0
2020-01-20,id40,GR,1,FE,1,0
2020-01-20,id40,GR,1,FE_FU,2,0
2020-01-20,id40,GR,1,FE,1,0
2020-01-20,id40,GR,1,FE,1,0
2020-01-20,id40,GR,1,FE,1,0
2020-01-20,id42,GR,1,AP,1,0
2020-01-20,id47,HO,1,OP,1,0
2020-01-20,id49,GR,1,FE,1,0
2020-01-20,id50,PG_PN,2,AP,1,0
2020-01-20,id50,GR,1,AP,1,0
2020-01-20,id51,HO,1,AP,1,0
2020-01-20,id51,HO,1,AP,1,0
2020-01-20,id51,GR,1,AP_FU_TR,3,0
2020-01-20,id51,GR,1,AP_FU_TR,3,0
2020-01-20,id53,GR,1,AP,1,0
2020-01-21,id06,GR,1,AP,1,0
2020-01-21,id15,GR,1,AP_GA,2,0
2020-01-21,id37,NV,1,GR,1,0
2020-01-21,id37,NV,1,GR,1,0
2020-01-21,id44,NV,1,GR,1,0
2020-01-21,id46,HO_PH,2,FE_FU,2,0
2020-01-21,id46,GR,1,RE,1,0
2020-01-21,id51,GR_BK,2,AP_DI,2,0
2020-01-21,id51,GR,1,AP,1,0
2020-01-21,id51,GR,1,AP,1,0
2020-01-21,id51,PG,1,BA,1,0
2020-01-22,id06,BK,1,GA,1,0
2020-01-22,id09,PG,1,AP,1,0
2020-01-22,id31,PG,1,AF_AP,2,0
2020-01-22,id37,GR_HO,2,FE,1,0
2020-01-22,id37,PG_GR,2,AF_AP_FE_FU,4,0
2020-01-22,id37,PH_SC,2,RE,1,0
2020-01-22,id37,HO,1,FE,1,0
2020-01-22,id37,HO,1,FE,1,0
2020-01-22,id37,HO,1,RE,1,0
2020-01-22,id37,PG,1,AP,1,0
2020-01-22,id37,PH,1,TR,1,0
2020-01-22,id37,PH,1,TR,1,0
2020-01-22,id38,GR,1,FE,1,0
2020-01-22,id38,NV,1,GR,1,0
2020-01-22,id38,NV,1,GR,1,0
2020-01-22,id43,GR,1,TR,1,0
2020-01-22,id51,HO,1,TR,1,0
2020-01-23,id01,BK,1,FU_RE,2,0
2020-01-23,id01,BK,1,FU_RE,2,0
2020-01-23,id01,GR,1,FE,1,0
2020-01-23,id01,HO,1,AP,1,0
2020-01-23,id01,HO,1,TR,1,0
2020-01-23,id01,HO,1,AP,1,0
2020-01-23,id01,GR,1,FE,1,0
2020-01-23,id01,HO,1,RE,1,0
2020-01-23,id07,GR,1,AP_FU_TR,3,0
2020-01-23,id13,GR,1,AP,1,0
2020-01-23,id13,GR,1,FE,1,0
2020-01-23,id13,GR,1,FE,1,0
2020-01-23,id21,PH_HO,2,FU_RE,2,0
2020-01-23,id21,GR,1,AP,1,0
2020-01-23,id21,GR,1,AP,1,0
2020-01-23,id21,HO,1,OP,1,0
2020-01-23,id21,HO,1,RE,1,0
2020-01-23,id26,HO_PG,2,NS,1,1
2020-01-23,id26,HO,1,FE,1,0
2020-01-23,id26,HO,1,FE,1,0
2020-01-23,id26,HO,1,FE,1,0
2020-01-23,id35,HO,1,AP,1,0
2020-01-23,id35,GR,1,FE,1,0
2020-01-23,id35,GR,1,FE,1,0
2020-01-23,id35,GR,1,FE,1,0
2020-01-23,id50,PH,1,FU_TR,2,0
2020-01-23,id50,GR,1,AF_AP_FU_TR,4,0
2020-01-24,id04,GR_PN,2,AP,1,0
2020-01-24,id09,HO,1,RE,1,0
2020-01-24,id13,PG,1,AF_AP,2,0
2020-01-24,id13,GR,1,AF,1,0
2020-01-24,id14,HO_PG,2,FE,1,0
2020-01-24,id14,GR_PG,2,NS,1,0
2020-01-24,id14,GR,1,FE,1,0
2020-01-24,id14,HO,1,RE,1,0
2020-01-24,id14,HO,1,RE,1,0
2020-01-24,id14,HO,1,RE,1,0
2020-01-24,id14,HO,1,AF,1,0
2020-01-24,id14,HO,1,AP,1,0
2020-01-24,id14,HO,1,RE,1,0
2020-01-24,id14,PH,1,RE,1,0
2020-01-24,id14,HO,1,FE,1,0
2020-01-24,id14,HO,1,FE,1,0
2020-01-24,id16,HO_PH,2,DI,1,0
2020-01-24,id16,GR,1,AP,1,0
2020-01-24,id16,GR,1,TR,1,0
2020-01-24,id16,PH,1,FE_IP,2,0
2020-01-24,id16,PH,1,TR,1,0
2020-01-24,id16,PG,1,NS,1,0
2020-01-24,id16,PH,1,FE,1,0
2020-01-24,id16,PH,1,FE,1,0
2020-01-24,id16,PG,1,NS,1,0
2020-01-24,id17,GR,1,FE,1,0
2020-01-24,id18,PH,1,DI_IP_TR,3,0
2020-01-24,id18,PB,1,BA,1,0
2020-01-24,id18,PN,1,PL,1,0
2020-01-24,id18,PH,1,HU_IP,2,0
2020-01-24,id18,SC,1,FE,1,0
2020-01-24,id18,SC,1,GA,1,0
2020-01-24,id18,GR,1,FE,1,0
2020-01-24,id18,GR,1,AP,1,0
2020-01-24,id26,HO_PH,2,FE,1,0
2020-01-24,id27,HO,1,FE,1,0
2020-01-24,id27,GR,1,FE,1,0
2020-01-24,id27,GR,1,FE,1,0
2020-01-24,id27,GR,1,FE,1,0
2020-01-24,id27,GR,1,FE,1,0
2020-01-24,id27,HO,1,RE,1,1
2020-01-24,id27,HO,1,FE,1,0
2020-01-24,id27,GR,1,FE,1,0
2020-01-24,id27,HO,1,AP,1,1
2020-01-24,id27,HO,1,RE,1,1
2020-01-24,id29,PN,1,AP,1,0
2020-01-24,id29,GR,1,AP,1,0
2020-01-24,id29,PN,1,AP,1,0
2020-01-24,id29,PG,1,AP,1,0
2020-01-24,id31,HO_PH,2,TR,1,0
2020-01-24,id31,PN,1,PL,1,0
2020-01-24,id35,PN,1,BE,1,0
2020-01-24,id35,PS,1,RE,1,0
2020-01-24,id36,HO_PH,2,AF_AP,2,1
2020-01-24,id36,PH_HO,2,FE,1,0
2020-01-24,id36,HO_PH,2,FE,1,0
2020-01-24,id36,PH_PS,2,DI,1,0
2020-01-24,id36,HO,1,FE,1,0
2020-01-24,id36,HO,1,RE,1,1
2020-01-24,id36,HO,1,RE,1,1
2020-01-24,id36,PH,1,AP,1,1
2020-01-24,id36,PH,1,AF_AP,2,1
2020-01-24,id36,HO,1,BE_DI,2,0
2020-01-24,id36,HO,1,RE,1,1
2020-01-24,id36,HO,1,RE,1,1
2020-01-24,id36,HO,1,RE,1,1
2020-01-24,id36,HO,1,RE,1,1
2020-01-24,id36,HO,1,FE,1,0
2020-01-24,id36,PH,1,FE,1,0
2020-01-24,id36,PG,1,NS,1,1
2020-01-24,id36,HO,1,TR,1,1
2020-01-24,id36,HO,1,DI,1,0
2020-01-24,id36,HO,1,DI,1,0
2020-01-24,id36,HO,1,RE,1,1
2020-01-24,id37,GR_PN,2,AF_AP_FU_TR,4,0
2020-01-24,id37,GR,1,AF_AP,2,0
2020-01-24,id37,PN,1,FE,1,0
2020-01-24,id37,GR,1,FE,1,0
2020-01-24,id37,GR,1,FE,1,0
2020-01-24,id38,GR,1,FE,1,0
2020-01-24,id40,GR,1,AF_AP_FU_RE,4,0
2020-01-24,id40,SC,1,BE_DI,2,0
2020-01-24,id42,GR,1,FE,1,0
2020-01-24,id42,HO,1,DI,1,0
2020-01-24,id42,PN,1,AF_AP,2,0
2020-01-24,id46,PH,1,TR,1,0
2020-01-24,id53,HO,1,RE,1,0
2020-01-24,id53,GR,1,FE,1,0
2020-01-26,id04,HO,1,FU_TR,2,0
2020-01-26,id09,HO_PG,2,NS,1,0
2020-01-26,id09,HO,1,RE,1,0
2020-01-26,id09,BK,1,AP,1,0
2020-01-26,id09,GR,1,AF_AP,2,0
2020-01-26,id09,GR,1,AP,1,0
2020-01-26,id09,HO,1,FE,1,0
2020-01-26,id09,HO,1,FE,1,0
2020-01-26,id09,HO,1,FE,1,0
2020-01-26,id10,GR,1,FE_FU,2,0
2020-01-26,id10,PG,1,NS,1,1
2020-01-26,id12,PH,1,TR,1,1
2020-01-26,id13,HO_PH,2,DI,1,0
2020-01-26,id13,GR,1,FE,1,0
2020-01-26,id13,PB,1,RA,1,0
2020-01-26,id13,PB,1,RA,1,0
2020-01-26,id13,PG,1,AP,1,0
2020-01-26,id15,GR,1,FE,1,0
2020-01-26,id16,GR_BK,2,BA,1,0
2020-01-26,id16,HO,1,RE,1,0
2020-01-26,id16,HO,1,AP,1,0
2020-01-26,id16,SC,1,FE,1,0
2020-01-26,id29,HO_GR,2,AP_FE_FU,3,0
2020-01-26,id29,PH_HO,2,AF_AP_FE_FU,4,0
2020-01-26,id29,GR_PN,2,FE,1,0
2020-01-26,id29,GR,1,PL,1,0
2020-01-26,id31,HO_PH,2,FU_TR,2,0
2020-01-26,id31,GR,1,AP,1,0
2020-01-26,id31,GR,1,TR,1,0
2020-01-26,id31,PN,1,PL,1,0
2020-01-26,id31,PG,1,AP,1,0
2020-01-26,id32,GR,1,AP,1,1
2020-01-26,id35,GR,1,PL,1,0
2020-01-26,id35,PH,1,FE_FU,2,0
2020-01-26,id35,HO,1,AF_FU_RE,3,0
2020-01-26,id35,HO,1,FE,1,0
2020-01-26,id35,HO,1,TR,1,0
2020-01-26,id37,HO_PH,2,TR,1,0
2020-01-26,id37,HO_PH,2,IP_PL,2,0
2020-01-26,id37,GR_PG,2,AP_FU_TR,3,0
2020-01-26,id37,HO_PH,2,TR,1,0
2020-01-26,id37,PH_PB,2,RE,1,0
2020-01-26,id37,PH_PB,2,AP,1,0
2020-01-26,id37,PH,1,TR,1,0
2020-01-26,id37,PG,1,TR,1,0
2020-01-26,id37,PN,1,AF_AP,2,0
2020-01-26,id37,GR,1,FE,1,0
2020-01-26,id37,HO,1,RE,1,0
2020-01-26,id37,HO,1,RE,1,0
2020-01-26,id37,HO,1,GA,1,0
2020-01-26,id37,HO,1,GA,1,0
2020-01-26,id37,HO,1,IP_TR,2,0
2020-01-26,id37,GR,1,TR,1,0
2020-01-26,id37,GR,1,FE,1,0
2020-01-26,id37,NV,1,GR,1,0
2020-01-26,id37,NV,1,GR,1,0
2020-01-26,id37,PH,1,IP_RE,2,0
2020-01-26,id37,SC,1,RA,1,0
2020-01-26,id38,SC,1,AP,1,0
2020-01-26,id40,GR,1,FE,1,0
2020-01-26,id46,PH_PS,2,BE_DI,2,0
2020-01-26,id46,HO_PH,2,GA,1,0
2020-01-26,id51,HO,1,IP_RE,2,0
2020-01-26,id51,HO,1,AP,1,0
2020-01-26,id51,HO,1,FU_TR,2,0
2020-01-26,id51,HO,1,FE,1,0
2020-01-26,id52,PN,1,SH,1,0
2020-01-26,id53,HO,1,TR,1,0
2020-01-26,id53,HO,1,BA,1,0
2020-01-26,id53,WH,1,BE,1,0
2020-01-27,id02,GR,1,AP,1,0
2020-01-27,id37,GR_PG,2,AF_AP,2,0
2020-01-27,id37,GR,1,AP,1,0
2020-01-27,id37,GR,1,FE,1,0
2020-01-29,id03,HO,1,GA,1,0
2020-01-29,id03,PH,1,GA,1,0
2020-01-29,id03,NV,1,GR,1,0
2020-01-29,id03,PH,1,GA,1,0
2020-01-29,id03,PH,1,FU_GA_RE,3,0
2020-01-29,id03,GR,1,FE,1,0
2020-01-29,id05,PG_GR,2,AP,1,0
2020-01-29,id11,GR,1,RE,1,0
2020-01-29,id11,GR,1,RE,1,0
2020-01-29,id11,GR,1,AP_FU_RE,3,0
2020-01-29,id22,GR,1,FE,1,0
2020-01-29,id22,HO,1,FE,1,0
2020-01-29,id22,PH,1,FE,1,0
2020-01-29,id22,HO,1,FE,1,0
2020-01-29,id23,GR_BK,2,FE,1,0
2020-01-29,id23,HO,1,FE,1,0
2020-01-29,id23,GR,1,AP,1,1
2020-01-29,id24,PH,1,FE,1,0
2020-01-29,id25,HO,1,TR,1,0
2020-01-29,id25,HO,1,FE,1,0
2020-01-29,id28,GR_PN,2,PL,1,0
2020-01-29,id28,HO_PH,2,AF_AP_FU_TR,4,0
2020-01-29,id30,PS,1,GA,1,0
2020-01-29,id33,HO_PH,2,TR,1,0
2020-01-29,id33,PH_HO,2,FE,1,0
2020-01-29,id33,GR_PG,2,FE,1,0
2020-01-29,id33,GR_HO,2,RE,1,0
2020-01-29,id33,PH,1,FE_IP,2,0
2020-01-29,id33,GR,1,FE,1,0
2020-01-29,id33,HO,1,FE,1,0
2020-01-29,id33,HO,1,FE,1,0
2020-01-29,id33,GR,1,FE,1,0
2020-01-29,id33,HO,1,FE_FU,2,0
2020-01-29,id33,PH,1,NS,1,0
2020-01-29,id41,SC,1,TR,1,0
2020-01-29,id41,GR,1,AF_AP,2,1
2020-01-29,id41,PN,1,AF_AP,2,1
2020-01-29,id41,PN,1,PL,1,0
2020-01-29,id41,GR,1,AF_AP,2,1
2020-01-29,id41,PH,1,NS,1,1
2020-01-29,id48,PG,1,AP,1,1
2020-01-29,id48,PH,1,IP_TR,2,0
2020-01-29,id48,BK,1,AP_FU_IP_TR,4,0
2020-01-29,id48,HO,1,TR,1,1
2020-01-29,id48,GR,1,AP,1,1
2020-01-29,id48,HO,1,FE,1,0
2020-01-29,id48,BK,1,BA,1,0
2020-01-29,id48,HO,1,RE,1,1
2020-01-29,id48,PN,1,AF,1,0
2020-01-29,id48,HO,1,IP_TR,2,0
2020-01-29,id48,GR,1,AP,1,1
2020-01-29,id48,HO,1,TR,1,1
2020-01-29,id48,HO,1,AP,1,1
2020-01-30,id03,PH_PS,2,TR,1,0
2020-01-30,id03,GR_PG,2,AP_NS,2,0
2020-01-30,id03,HO_PH,2,GA,1,0
2020-01-30,id03,GR_PG,2,FE,1,0
2020-01-30,id03,HO,1,RE,1,0
2020-01-30,id03,NV,1,GR,1,0
2020-01-30,id03,PG,1,GR,1,0
2020-01-30,id03,HO,1,AF,1,0
2020-01-30,id03,PH,1,FU_GA_TR,3,0
2020-01-30,id03,HO,1,RE,1,0
2020-01-30,id04,GR,1,AP,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,AP,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id04,GR,1,FE,1,0
2020-01-30,id11,NV,1,GR,1,0
2020-01-30,id11,NV,1,GR,1,0
2020-01-30,id11,GR,1,AP,1,0
2020-01-30,id11,HO,1,RE,1,0
2020-01-30,id11,NV,1,GR,1,0
2020-01-30,id11,NV,1,GR,1,0
2020-01-30,id11,NV,1,GR,1,0
2020-01-30,id12,GR,1,FE,1,0
2020-01-30,id12,GR,1,FE,1,0
2020-01-30,id12,HO,1,FE,1,0
2020-01-30,id12,PH,1,FE,1,0
2020-01-30,id22,PH_PG,2,FE,1,0
2020-01-30,id22,PG,1,AP,1,0
2020-01-30,id22,GR,1,AP_FU_SC_TR,4,0
2020-01-30,id22,GR,1,FE,1,0
2020-01-30,id22,PG,1,AF_AP,2,0
2020-01-30,id24,PH,1,FE_IP,2,0
2020-01-30,id24,HO,1,FE_IP,2,0
2020-01-30,id25,HO,1,RE,1,0
2020-01-30,id25,HO,1,RE,1,0
2020-01-30,id25,HO,1,RE,1,0
2020-01-30,id25,GR,1,FE,1,0
2020-01-30,id25,GR,1,FE,1,0
2020-01-30,id25,HO,1,FE,1,0
2020-01-30,id25,HO,1,FE_IP,2,0
2020-01-30,id25,GR,1,FE,1,0
2020-01-30,id28,HO_PH,2,TR,1,0
2020-01-30,id28,PG_GR,2,RA,1,0
2020-01-30,id28,PH_PB,2,AP_FU_TR,3,0
2020-01-30,id28,PN,1,AP,1,0
2020-01-30,id28,HO,1,FE,1,0
2020-01-30,id28,SC,1,RA,1,0
2020-01-30,id28,PH,1,TR,1,0
2020-01-30,id28,PH,1,DI,1,0
2020-01-30,id28,PG,1,AF_AP,2,0
2020-01-30,id28,HO,1,FE,1,0
2020-01-30,id28,GR,1,FE,1,0
2020-01-30,id30,GR_BK,2,RA,1,0
2020-01-30,id30,SC,1,RA,1,0
2020-01-30,id30,SC,1,RA,1,0
2020-01-30,id30,PH,1,TR,1,0
2020-01-30,id33,HO_PH,2,FE_IP,2,0
2020-01-30,id33,HO_PH,2,TR,1,0
2020-01-30,id33,HO_PH,2,DI_IP_TR,3,0
2020-01-30,id33,PH_PS,2,IP_TR,2,0
2020-01-30,id33,PH,1,TR,1,0
2020-01-30,id33,PG,1,RA,1,0
2020-01-30,id33,GR,1,TR,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,WH,1,FE_IP,2,0
2020-01-30,id33,HO,1,FE,1,0
2020-01-30,id33,HO,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,HO,1,OP,1,0
2020-01-30,id33,PH,1,RE,1,0
2020-01-30,id33,HO,1,DI_IP_TR,3,0
2020-01-30,id33,GR,1,FE_IP,2,0
2020-01-30,id33,GR,1,FE_IP,2,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,HO,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id33,GR,1,FE,1,0
2020-01-30,id37,PH_SC,2,TR,1,0
2020-01-30,id41,NV,1,GR,1,0
2020-01-30,id41,NV,1,GR,1,0
2020-01-30,id41,NV,1,GR,1,0
2020-01-30,id41,NV,1,GR,1,0
2020-01-30,id41,NV,1,GR,1,0
2020-01-30,id48,PH,1,TR,1,1
2020-01-30,id48,PG,1,AF_AP,2,1
2020-01-30,id48,HO,1,AP,1,1
2020-01-30,id48,HO,1,AP,1,1
2020-01-30,id51,HO,1,AP,1,0
2020-02-01,id09,GR,1,FE,1,0
2020-02-01,id09,GR,1,FE,1,0
2020-02-01,id09,GR,1,FE,1,0
2020-02-03,id09,PH,1,RE,1,0
2020-02-03,id09,HO,1,TR,1,0
2020-02-03,id09,GR,1,FE,1,0
2020-02-03,id09,PH,1,NS,1,0
2020-02-03,id09,PG,1,AF_AP,2,0
2020-02-03,id31,GR_BK,2,FE,1,0
2020-02-03,id31,GR,1,AP_FU_RE,3,0
2020-02-03,id31,GR,1,FE,1,0
2020-02-03,id31,HO,1,RE,1,0
2020-02-03,id31,PG,1,TR,1,0
2020-02-03,id31,PG,1,AF_AP,2,0
2020-02-03,id34,HO_PH,2,FE_FU,2,0
2020-02-03,id37,HO_PH,2,TR,1,0
2020-02-03,id37,HO_PH,2,FE,1,0
2020-02-03,id37,GR,1,FE,1,0
2020-02-03,id37,HO,1,RE,1,0
2020-02-03,id37,PN,1,PL,1,0
2020-02-03,id37,GR,1,FE,1,0
2020-02-03,id37,PG,1,NS,1,0
2020-02-03,id46,GR,1,FE_FU,2,0
2020-02-03,id51,HO_PH,2,FE_FU_IP,3,0
2020-02-03,id51,HO_PH,2,FE_FU_IP,3,0
2020-02-04,id03,GR,1,TR,1,0
2020-02-04,id05,GR_PN,2,GA,1,0
2020-02-04,id11,NV,1,GR,1,0
2020-02-04,id22,GR,1,RE,1,0
2020-02-04,id22,PH,1,TR,1,0
2020-02-04,id22,GR,1,AP,1,0
2020-02-04,id22,GR,1,AP,1,0
2020-02-04,id23,NV,1,GR,1,0
2020-02-04,id23,HO,1,TR,1,1
2020-02-04,id24,HO_PH,2,IP_TR,2,0
2020-02-04,id24,PH_PB,2,TR,1,0
2020-02-04,id24,HO_GR,2,RE,1,0
2020-02-04,id24,HO,1,IP_RE,2,0
2020-02-04,id24,HO,1,FE,1,0
2020-02-04,id24,HO,1,FE,1,0
2020-02-04,id24,PH,1,AF_FE_IP,3,0
2020-02-04,id24,GR,1,FE,1,0
2020-02-04,id24,HO,1,RE,1,0
2020-02-04,id24,BK,1,AF_IP_TR,3,0
2020-02-04,id24,PG,1,NS,1,0
2020-02-04,id24,HO,1,FE,1,0
2020-02-04,id24,GR,1,AP,1,0
2020-02-04,id28,GR,1,AF_AP,2,0
2020-02-04,id28,PH,1,TR,1,0
2020-02-04,id30,HO_PH,2,TR,1,0
2020-02-04,id30,PH,1,TR,1,0
2020-02-04,id41,HO,1,AP,1,1
2020-02-04,id41,GR,1,TR,1,1
2020-02-04,id41,GR,1,FE,1,0
2020-02-04,id41,NV,1,GR,1,0
2020-02-04,id41,GR,1,GA,1,0
2020-02-04,id41,NV,1,GR,1,0
2020-02-04,id48,PH_PS,2,FE,1,0
2020-02-04,id48,PN,1,AF_AP,2,1
2020-02-04,id48,GR,1,AP,1,1
2020-02-05,id03,PG,1,NS,1,0
2020-02-05,id03,PG,1,NS,1,0
2020-02-05,id11,HO_PG,2,NS,1,0
2020-02-05,id11,HO,1,FU_RE,2,0
2020-02-05,id22,GR,1,SC,1,0
2020-02-05,id22,PH,1,RE,1,0
2020-02-05,id22,PG,1,AF_AP,2,0
2020-02-05,id23,GR_HO,2,FE,1,0
2020-02-05,id23,HO,1,TR,1,1
2020-02-05,id23,HO,1,TR,1,1
2020-02-05,id23,PB,1,IP_TR,2,0
2020-02-05,id23,HO,1,FE,1,0
2020-02-05,id23,HO,1,FE,1,0
2020-02-05,id23,HO,1,FE_IP,2,1
2020-02-05,id24,PB,1,RE,1,0
2020-02-05,id25,HO,1,TR,1,0
2020-02-05,id25,PN,1,PL,1,0
2020-02-05,id25,GR,1,FE,1,0
2020-02-05,id25,GR,1,FE,1,0
2020-02-05,id30,PH,1,FE,1,0
2020-02-05,id33,PH,1,IP_RE,2,0
2020-02-05,id48,HO_PH,2,FU_TR,2,1
2020-02-05,id48,GR,1,AP,1,1
2020-02-05,id48,GR,1,FE,1,0
2020-02-05,id48,PN,1,AF,1,0
2020-02-05,id48,HO,1,TR,1,1
2020-02-05,id48,HO,1,FE,1,0
2020-02-05,id48,HO,1,FE_IP,2,1
2020-02-05,id48,HO,1,FE,1,0
2020-02-05,id48,HO,1,FE,1,0
2020-02-05,id48,GR,1,FE,1,0
2020-02-05,id48,HO,1,FE,1,0
2020-02-05,id48,GR,1,FE,1,0
2020-02-05,id48,HO,1,FE,1,0
2020-02-05,id48,HO,1,IP_RE,2,0
2020-02-05,id48,PG,1,AP_FU_TR,3,1
2020-02-05,id48,PG,1,FU_TR,2,1
2020-02-05,id48,PN,1,AP,1,1
2020-02-05,id48,HO,1,AP,1,1
2020-02-05,id48,PG,1,AP,1,1
2020-02-05,id48,HO,1,FE,1,0
2020-02-05,id48,GR,1,AP,1,1
2020-02-06,id37,GR_PG,2,AP_FU_TR,3,0
